date_time,prop_log_historical_price
2012-11-01,5.01307591841272
2012-11-02,4.98761020468704
2012-11-03,5.0369938412507
2012-11-04,5.0317754416253
2012-11-05,5.02041494213482
2012-11-06,5.023173824685
2012-11-07,5.04259766945846
2012-11-08,5.02364785611886
2012-11-09,5.00930958755753
2012-11-10,5.03321738794734
2012-11-11,5.03030671465162
2012-11-12,5.02699969563232
2012-11-13,5.04591696409826
2012-11-14,5.01986369881836
2012-11-15,5.01597464819581
2012-11-16,5.02837140868245
2012-11-17,5.06267083944064
2012-11-18,5.03766512482144
2012-11-19,5.0544373189323
2012-11-20,5.05189174833347
2012-11-21,5.0520740544362
2012-11-22,5.05721422712698
2012-11-23,5.025946486807
2012-11-24,5.04518672368153
2012-11-25,5.03499884849482
2012-11-26,5.0601887477314
2012-11-27,5.05238957770846
2012-11-28,5.06788607996615
2012-11-29,5.03710689191209
2012-11-30,5.02413202390033
2012-12-01,5.04733251564879
2012-12-02,5.04167540498756
2012-12-03,5.0263901586448
2012-12-04,5.01769467892023
2012-12-05,5.04395421830186
2012-12-06,5.02377520741234
2012-12-07,5.02445472395088
2012-12-08,5.04563356585966
2012-12-09,5.0534666443178
2012-12-10,5.03777620271108
2012-12-11,5.03718736223365
2012-12-12,5.04340780905152
2012-12-13,5.01139912533478
2012-12-14,5.02732057742067
2012-12-15,5.01507813503447
2012-12-16,5.05590665460114
2012-12-17,5.01131967369656
2012-12-18,5.02359263389493
2012-12-19,5.01649688406244
2012-12-20,5.03505198573415
2012-12-21,5.01895133969818
2012-12-22,5.04600714749838
2012-12-23,5.03146722499597
2012-12-24,5.03839488500811
2012-12-25,5.02726681728065
2012-12-26,5.0174736473189
2012-12-27,5.02270096383148
2012-12-28,5.02296349472229
2012-12-29,4.99993692917456
2012-12-30,5.00740486356042
2012-12-31,5.00182000617475
2013-01-01,5.05337561011685
2013-01-02,5.05427824320894
2013-01-03,5.04931026718703
2013-01-04,5.04938420773715
2013-01-05,5.04594855411369
2013-01-06,5.05219979135534
2013-01-07,5.05569639955137
2013-01-08,5.05836462461782
2013-01-09,5.07459707843481
2013-01-10,5.05098619467376
2013-01-11,5.05725133468097
2013-01-12,5.04764419197624
2013-01-13,5.05673287516049
2013-01-14,5.05483989264715
2013-01-15,5.05433138791855
2013-01-16,5.0341977862127
2013-01-17,5.04046339889587
2013-01-18,5.02992246123062
2013-01-19,5.05355581271698
2013-01-20,5.05240775980548
2013-01-21,5.0673544491284
2013-01-22,5.05670432429867
2013-01-23,5.05762105078656
2013-01-24,5.03904829284909
2013-01-25,5.04372401516022
2013-01-26,5.04363458086818
2013-01-27,5.0903758037003
2013-01-28,5.0423135722779
2013-01-29,5.0447093261652
2013-01-30,5.05126533032855
2013-01-31,5.05124292421194
2013-02-01,5.04838815789474
2013-02-02,5.05423502079664
2013-02-03,5.04514933394131
2013-02-04,5.01841041310193
2013-02-05,5.03553472398881
2013-02-06,5.01588558936949
2013-02-07,5.02747963851389
2013-02-08,5.03335504353713
2013-02-09,5.03303162121466
2013-02-10,5.04369609761713
2013-02-11,5.03886521585793
2013-02-12,5.03771456636516
2013-02-13,5.02189745864757
2013-02-14,5.00276008235437
2013-02-15,5.00395878575059
2013-02-16,5.01592057560377
2013-02-17,5.03570514128328
2013-02-18,5.02780052603893
2013-02-19,5.02088197452502
2013-02-20,5.02810292963641
2013-02-21,5.01982570660983
2013-02-22,5.02484696595477
2013-02-23,5.02154183782567
2013-02-24,5.03768825910931
2013-02-25,5.02753343856443
2013-02-26,5.02267563891765
2013-02-27,5.03731172192777
2013-02-28,5.03391523280979
2013-03-01,5.02109727356747
2013-03-02,5.00422082138412
2013-03-03,5.02597634910774
2013-03-04,5.00317836136815
2013-03-05,5.02252298395269
2013-03-06,5.0099777385289
2013-03-07,5.01809720275579
2013-03-08,5.00496889597812
2013-03-09,5.04531562942379
2013-03-10,5.01536477781927
2013-03-11,5.01770239322112
2013-03-12,5.03380153097839
2013-03-13,5.01282205639514
2013-03-14,5.01378747620144
2013-03-15,5.02046141151122
2013-03-16,5.02133777973763
2013-03-17,5.02327603398942
2013-03-18,5.01056504395647
2013-03-19,5.02831960699321
2013-03-20,4.99910244786945
2013-03-21,4.99480925035613
2013-03-22,5.00933824232571
2013-03-23,5.01500563542898
2013-03-24,5.02592692620161
2013-03-25,5.00871902971901
2013-03-26,5.01921944240208
2013-03-27,5.01777331529551
2013-03-28,5.00326310892537
2013-03-29,5.00001518324607
2013-03-30,5.01891155996022
2013-03-31,5.02030655360317
2013-04-01,5.00338138368849
2013-04-02,5.01226304506028
2013-04-03,5.00970629397815
2013-04-04,4.98690964458357
2013-04-05,4.99189425419114
2013-04-06,5.03000323149236
2013-04-07,5.01741878425511
2013-04-08,5.0117218147706
2013-04-09,5.02047422723129
2013-04-10,5.02262716910514
2013-04-11,5.0204870505518
2013-04-12,5.02391855090568
2013-04-13,5.02572772016172
2013-04-14,5.03268985188674
2013-04-15,5.02020662371425
2013-04-16,5.02088092095298
2013-04-17,5.02166306336271
2013-04-18,5.03169445512748
2013-04-19,5.00130512136231
2013-04-20,5.0227545642763
2013-04-21,5.02454895462742
2013-04-22,5.00584444444444
2013-04-23,5.01943600968703
2013-04-24,5.00251745310791
2013-04-25,5.02679097204411
2013-04-26,5.01155149018658
2013-04-27,5.02611496430626
2013-04-28,5.04362046966201
2013-04-29,5.03209695950105
2013-04-30,5.00683899587924
2013-05-01,5.01126058754686
2013-05-02,4.99860653287788
2013-05-03,4.99253324230307
2013-05-04,5.01139567121389
2013-05-05,5.02260677922413
2013-05-06,5.01991495536164
2013-05-07,5.01059752961347
2013-05-08,5.00182158581245
2013-05-09,4.99252594279929
2013-05-10,5.00906746671295
2013-05-11,5.03407720961734
2013-05-12,5.04037884788004
2013-05-13,5.00443785645717
2013-05-14,5.01306176913988
2013-05-15,5.01309749951541
2013-05-16,4.99953375333778
2013-05-17,4.99511930187163
2013-05-18,4.99645156496151
2013-05-19,5.00811462139784
2013-05-20,5.01399655835985
2013-05-21,5.00331110551108
2013-05-22,5.01090585516753
2013-05-23,4.99791413739691
2013-05-24,5.01512474622152
2013-05-25,5.00928301437543
2013-05-26,4.99665826489958
2013-05-27,4.99424157970921
2013-05-28,4.99666298240766
2013-05-29,5.00431526710129
2013-05-30,5.02440014571359
2013-05-31,4.98263323643411
2013-06-01,5.01675469681629
2013-06-02,5.00459155246012
2013-06-03,0
2013-06-04,0
2013-06-05,0
2013-06-06,0
2013-06-07,0
2013-06-08,0
2013-06-09,0
2013-06-10,0
2013-06-11,0
2013-06-12,0
2013-06-13,0
2013-06-14,0
2013-06-15,0
2013-06-16,0
2013-06-17,0
2013-06-18,0
2013-06-19,0
2013-06-20,0
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,0
2013-06-27,0
2013-06-28,0
2013-06-29,0
2013-06-30,0
