date_time,prop_review_score
2012-11-01,3.79498971822375
2012-11-02,3.81404627706912
2012-11-03,3.81377320298032
2012-11-04,3.82171594167155
2012-11-05,3.82421638151478
2012-11-06,3.80795285191708
2012-11-07,3.83993133225823
2012-11-08,3.80944871627786
2012-11-09,3.80202159983153
2012-11-10,3.82374628421418
2012-11-11,3.79909541873359
2012-11-12,3.80265560797443
2012-11-13,3.80433812723074
2012-11-14,3.8037922506183
2012-11-15,3.82627443464929
2012-11-16,3.80807809138084
2012-11-17,3.8403319732203
2012-11-18,3.80985987347799
2012-11-19,3.8165274379096
2012-11-20,3.81960268770085
2012-11-21,3.81263991987746
2012-11-22,3.79736783237641
2012-11-23,3.80849762822413
2012-11-24,3.81474241498676
2012-11-25,3.8038328672479
2012-11-26,3.78729582577132
2012-11-27,3.82595874072715
2012-11-28,3.83979003596361
2012-11-29,3.80935864852743
2012-11-30,3.81373951182304
2012-12-01,3.80500338352225
2012-12-02,3.81310075956174
2012-12-03,3.81378058617908
2012-12-04,3.79666388176659
2012-12-05,3.8359759727258
2012-12-06,3.81432810512929
2012-12-07,3.81456953642384
2012-12-08,3.82375871973738
2012-12-09,3.81972846128059
2012-12-10,3.82803224949056
2012-12-11,3.82819985304923
2012-12-12,3.81260728590502
2012-12-13,3.81671017391599
2012-12-14,3.81225316628081
2012-12-15,3.81048507941945
2012-12-16,3.82552554642907
2012-12-17,3.81107958420866
2012-12-18,3.83453389191959
2012-12-19,3.82694206207194
2012-12-20,3.81777791210784
2012-12-21,3.83304588851247
2012-12-22,3.81995207927225
2012-12-23,3.79092849090031
2012-12-24,3.8134841110793
2012-12-25,3.82790815620822
2012-12-26,3.82452214703583
2012-12-27,3.82126887917329
2012-12-28,3.81894924357236
2012-12-29,3.79874202998449
2012-12-30,3.80862879772291
2012-12-31,3.85186400123495
2013-01-01,3.83521298624464
2013-01-02,3.83676059913684
2013-01-03,3.79389322525768
2013-01-04,3.79390567037626
2013-01-05,3.81295698570582
2013-01-06,3.79590887303691
2013-01-07,3.81559431435831
2013-01-08,3.82151511720077
2013-01-09,3.83035400947535
2013-01-10,3.80697029056481
2013-01-11,3.8133649510185
2013-01-12,3.79556531000871
2013-01-13,3.80630868766206
2013-01-14,3.80674438138944
2013-01-15,3.8171807105734
2013-01-16,3.79930449803396
2013-01-17,3.79267738928853
2013-01-18,3.77661330665333
2013-01-19,3.80607074719294
2013-01-20,3.79984670684005
2013-01-21,3.79843910219893
2013-01-22,3.80026819195899
2013-01-23,3.8175364795583
2013-01-24,3.79106726410398
2013-01-25,3.80942058114161
2013-01-26,3.80788406567839
2013-01-27,3.83679307177536
2013-01-28,3.81089082481982
2013-01-29,3.77234725955624
2013-01-30,3.80636935120389
2013-01-31,3.81597585513078
2013-02-01,3.78912435957149
2013-02-02,3.81627758833889
2013-02-03,3.78814773800606
2013-02-04,3.77397946712295
2013-02-05,3.79299160518952
2013-02-06,3.79705499471913
2013-02-07,3.80946111792926
2013-02-08,3.78866400541588
2013-02-09,3.79984384585355
2013-02-10,3.79199953954184
2013-02-11,3.79358131236645
2013-02-12,3.79523595137724
2013-02-13,3.79592073853434
2013-02-14,3.76136611360058
2013-02-15,3.77385297786813
2013-02-16,3.77671649283284
2013-02-17,3.79893910027543
2013-02-18,3.7863229879011
2013-02-19,3.75442809966977
2013-02-20,3.77095867120063
2013-02-21,3.78067896711739
2013-02-22,3.80233909632428
2013-02-23,3.77867030555399
2013-02-24,3.76935728744939
2013-02-25,3.78350087231038
2013-02-26,3.77731766234293
2013-02-27,3.78639221003328
2013-02-28,3.78150378195376
2013-03-01,3.78255545286506
2013-03-02,3.78743033385639
2013-03-03,3.78664924270014
2013-03-04,3.76841306709624
2013-03-05,3.79196528916484
2013-03-06,3.75632888103911
2013-03-07,3.79475689440749
2013-03-08,3.77247351031104
2013-03-09,3.79932365123473
2013-03-10,3.7914605115758
2013-03-11,3.77389404175732
2013-03-12,3.79149390000797
2013-03-13,3.77084509103071
2013-03-14,3.76513170282654
2013-03-15,3.78013615421643
2013-03-16,3.77505236467865
2013-03-17,3.77202375791208
2013-03-18,3.76573331784207
2013-03-19,3.76807645468244
2013-03-20,3.76352043833025
2013-03-21,3.74021768162393
2013-03-22,3.76654394185713
2013-03-23,3.75917475327817
2013-03-24,3.79207562084184
2013-03-25,3.7652281364873
2013-03-26,3.78296206505971
2013-03-27,3.78541684281728
2013-03-28,3.77621231253184
2013-03-29,3.76282722513089
2013-03-30,3.7751620314804
2013-03-31,3.74535944284174
2013-04-01,3.77756661679673
2013-04-02,3.76737210628798
2013-04-03,3.75502468607861
2013-04-04,3.73624864243276
2013-04-05,3.74265654105173
2013-04-06,3.74836956521739
2013-04-07,3.7576980568012
2013-04-08,3.75168429131844
2013-04-09,3.73495897903373
2013-04-10,3.75675187138482
2013-04-11,3.74269090423638
2013-04-12,3.75953778888195
2013-04-13,3.75278314876663
2013-04-14,3.75862249437379
2013-04-15,3.74887532496892
2013-04-16,3.74245342219722
2013-04-17,3.761028188924
2013-04-18,3.75988055109382
2013-04-19,3.73836573897573
2013-04-20,3.74451032059728
2013-04-21,3.74293337881963
2013-04-22,3.73325178389399
2013-04-23,3.72798295454545
2013-04-24,3.75188199175709
2013-04-25,3.75325724544755
2013-04-26,3.76579840077538
2013-04-27,3.70047704435498
2013-04-28,3.73701642459617
2013-04-29,3.74517869599114
2013-04-30,3.75272264738037
2013-05-01,3.7592684426636
2013-05-02,3.74526046114432
2013-05-03,3.72013069345557
2013-05-04,3.75882927444
2013-05-05,3.74888516561413
2013-05-06,3.75742125309849
2013-05-07,3.73207605985037
2013-05-08,3.72765707937292
2013-05-09,3.72258078123682
2013-05-10,3.74121643400858
2013-05-11,3.72738047594126
2013-05-12,3.75370927715296
2013-05-13,3.72543151316656
2013-05-14,3.73922299637371
2013-05-15,3.74277960845125
2013-05-16,3.72473714953271
2013-05-17,3.71972671948559
2013-05-18,3.7303005082781
2013-05-19,3.73239974096859
2013-05-20,3.71421434386796
2013-05-21,3.71931882063311
2013-05-22,3.72802914539152
2013-05-23,3.74514380206807
2013-05-24,3.74083013760433
2013-05-25,3.72823595940355
2013-05-26,3.70639889421904
2013-05-27,3.71769611337957
2013-05-28,3.71322648982223
2013-05-29,3.73733579838474
2013-05-30,3.75007083299603
2013-05-31,3.71477492952784
2013-06-01,3.73098773765328
2013-06-02,3.72263536283981
2013-06-03,3.7260556507007
2013-06-04,3.70609771962756
2013-06-05,3.72856779445434
2013-06-06,3.71527990679993
2013-06-07,3.70846218413147
2013-06-08,3.7077258482082
2013-06-09,3.71424766668983
2013-06-10,3.71574596084223
2013-06-11,3.72074993207137
2013-06-12,3.71950175732522
2013-06-13,3.71716887898459
2013-06-14,3.71291389278206
2013-06-15,3.72913677323079
2013-06-16,3.72682769874285
2013-06-17,3.71605499183873
2013-06-18,3.73211282410652
2013-06-19,3.73898018455204
2013-06-20,3.74412744045561
2013-06-21,3.74342156556994
2013-06-22,3.74239353450433
2013-06-23,3.750553029372
2013-06-24,3.75630948884935
2013-06-25,3.75101380162556
2013-06-26,3.74755901825721
2013-06-27,3.73364663914385
2013-06-28,3.72305539309884
2013-06-29,3.73679858890971
2013-06-30,3.7588658128796
