date_time,random_bool
2012-11-01,0.29436447507364
2012-11-02,0.297775140907742
2012-11-03,0.320944054438176
2012-11-04,0.298702099454327
2012-11-05,0.299607202172251
2012-11-06,0.295190353610622
2012-11-07,0.282656193102013
2012-11-08,0.300325817802685
2012-11-09,0.267741644354863
2012-11-10,0.289001273983708
2012-11-11,0.291119540900691
2012-11-12,0.289884847562522
2012-11-13,0.298236405626706
2012-11-14,0.28617752129706
2012-11-15,0.254777418824947
2012-11-16,0.256771294772814
2012-11-17,0.300677415521135
2012-11-18,0.290082307326032
2012-11-19,0.269316232104182
2012-11-20,0.282128914030755
2012-11-21,0.261252503829386
2012-11-22,0.262993065394079
2012-11-23,0.274458938630299
2012-11-24,0.28267155365506
2012-11-25,0.294686626089817
2012-11-26,0.310014849034813
2012-11-27,0.275393850428583
2012-11-28,0.270017981806643
2012-11-29,0.291792495141277
2012-11-30,0.262935418255784
2012-12-01,0.267298257486043
2012-12-02,0.273038919136923
2012-12-03,0.288814197364883
2012-12-04,0.270951571547924
2012-12-05,0.262784782726338
2012-12-06,0.278992309089808
2012-12-07,0.27614895670405
2012-12-08,0.271399261386951
2012-12-09,0.279182031511901
2012-12-10,0.282950887451641
2012-12-11,0.270242468772961
2012-12-12,0.260129151794229
2012-12-13,0.258127945214768
2012-12-14,0.290480729946888
2012-12-15,0.297041572119707
2012-12-16,0.293609912292914
2012-12-17,0.292963741030748
2012-12-18,0.260616655113174
2012-12-19,0.266088727093231
2012-12-20,0.274103850571239
2012-12-21,0.262950415768402
2012-12-22,0.26474171539961
2012-12-23,0.288411982605895
2012-12-24,0.288577154308617
2012-12-25,0.312093688044631
2012-12-26,0.301701129593185
2012-12-27,0.309096780604134
2012-12-28,0.299938847677541
2012-12-29,0.300499741513011
2012-12-30,0.294907493348184
2012-12-31,0.310049397962334
2013-01-01,0.319516343736134
2013-01-02,0.329423711601929
2013-01-03,0.316496547583308
2013-01-04,0.320137784843667
2013-01-05,0.315822409590936
2013-01-06,0.33185778329151
2013-01-07,0.328732632928197
2013-01-08,0.342113010984034
2013-01-09,0.318827864537638
2013-01-10,0.321416911524649
2013-01-11,0.304359093971907
2013-01-12,0.314010909208276
2013-01-13,0.329305440173199
2013-01-14,0.350924996414743
2013-01-15,0.326744483258073
2013-01-16,0.289951587608246
2013-01-17,0.30468656645078
2013-01-18,0.293246623311656
2013-01-19,0.301942263785069
2013-01-20,0.333016175071361
2013-01-21,0.315688731912954
2013-01-22,0.315351022926852
2013-01-23,0.316857280574909
2013-01-24,0.30975028168645
2013-01-25,0.314603192833352
2013-01-26,0.306321877285116
2013-01-27,0.311402703057342
2013-01-28,0.292363318692519
2013-01-29,0.308168937081416
2013-01-30,0.278804412287985
2013-01-31,0.23010060362173
2013-02-01,0.227468560782487
2013-02-02,0.204781354217409
2013-02-03,0.256326743314986
2013-02-04,0.240772427279394
2013-02-05,0.225566013736963
2013-02-06,0.225038685432172
2013-02-07,0.270043512216892
2013-02-08,0.307327777388706
2013-02-09,0.312308292900563
2013-02-10,0.322021411304248
2013-02-11,0.301433520735224
2013-02-12,0.332685302664429
2013-02-13,0.293765975875108
2013-02-14,0.312559040813855
2013-02-15,0.312780113662616
2013-02-16,0.337944112889732
2013-02-17,0.320259104355809
2013-02-18,0.312677538137822
2013-02-19,0.330531371960372
2013-02-20,0.315633446682361
2013-02-21,0.309065476586958
2013-02-22,0.29471160831033
2013-02-23,0.314838782285746
2013-02-24,0.325253036437247
2013-02-25,0.322318684057489
2013-02-26,0.322858940787203
2013-02-27,0.314125477628497
2013-02-28,0.302470590756176
2013-03-01,0.272158040665434
2013-03-02,0.309669390184514
2013-03-03,0.299128087576855
2013-03-04,0.303618926310269
2013-03-05,0.301379958361737
2013-03-06,0.309747212716635
2013-03-07,0.297964743273388
2013-03-08,0.282784550529794
2013-03-09,0.29636134850312
2013-03-10,0.291868932038835
2013-03-11,0.308160616817436
2013-03-12,0.324256438880472
2013-03-13,0.308229343032127
2013-03-14,0.312843902336967
2013-03-15,0.297797235656818
2013-03-16,0.284836291478338
2013-03-17,0.322986213474378
2013-03-18,0.30457766933891
2013-03-19,0.311144136891861
2013-03-20,0.297291970515196
2013-03-21,0.336360398860399
2013-03-22,0.2991536769628
2013-03-23,0.291255463617121
2013-03-24,0.301670948334541
2013-03-25,0.32622375443916
2013-03-26,0.327404963932993
2013-03-27,0.297539528198191
2013-03-28,0.284375623047784
2013-03-29,0.291230366492147
2013-03-30,0.301567161619972
2013-03-31,0.300113646297753
2013-04-01,0.306538352674781
2013-04-02,0.304250339279744
2013-04-03,0.307701279011002
2013-04-04,0.282650823058413
2013-04-05,0.281964942446387
2013-04-06,0.310898942420682
2013-04-07,0.309691081215745
2013-04-08,0.314365512536244
2013-04-09,0.300903289964366
2013-04-10,0.279431779516842
2013-04-11,0.295745817016732
2013-04-12,0.288744534665834
2013-04-13,0.311068143200328
2013-04-14,0.327523944104255
2013-04-15,0.294178817678309
2013-04-16,0.308614459134875
2013-04-17,0.314651588225511
2013-04-18,0.292943917833631
2013-04-19,0.297496505273859
2013-04-20,0.313350900307422
2013-04-21,0.31585359910327
2013-04-22,0.290254841997961
2013-04-23,0.302603390461997
2013-04-24,0.264383043149129
2013-04-25,0.301538856116953
2013-04-26,0.2929731039496
2013-04-27,0.307642859559495
2013-04-28,0.303488529930772
2013-04-29,0.296930778384145
2013-04-30,0.289231351442267
2013-05-01,0.315017951718803
2013-05-02,0.29301878736123
2013-05-03,0.282518937546734
2013-05-04,0.271131974417945
2013-05-05,0.276350045108906
2013-05-06,0.311601942725862
2013-05-07,0.291497817955112
2013-05-08,0.277928650783854
2013-05-09,0.292141230068337
2013-05-10,0.3048027571843
2013-05-11,0.279561616845735
2013-05-12,0.293019694809652
2013-05-13,0.289927908596382
2013-05-14,0.300431895041356
2013-05-15,0.298720682302772
2013-05-16,0.286173230974633
2013-05-17,0.287932024342634
2013-05-18,0.291888357161965
2013-05-19,0.302211018085943
2013-05-20,0.292483902005773
2013-05-21,0.289646616395604
2013-05-22,0.29458462226529
2013-05-23,0.286013312680538
2013-05-24,0.300022558087074
2013-05-25,0.270394952230721
2013-05-26,0.313060682440307
2013-05-27,0.294834402748072
2013-05-28,0.310288293267017
2013-05-29,0.281521844896371
2013-05-30,0.312171132518417
2013-05-31,0.286271141649049
2013-06-01,0.301777477781528
2013-06-02,0.306447989215907
2013-06-03,0.28086846030606
2013-06-04,0.297470589328526
2013-06-05,0.287313297234437
2013-06-06,0.279927238539048
2013-06-07,0.304117335218236
2013-06-08,0.271481128219103
2013-06-09,0.295467704208064
2013-06-10,0.3052288405771
2013-06-11,0.294774024092021
2013-06-12,0.29750696556371
2013-06-13,0.29725801763395
2013-06-14,0.279279081990189
2013-06-15,0.295988061757447
2013-06-16,0.287352623474524
2013-06-17,0.296178504720077
2013-06-18,0.293360196215837
2013-06-19,0.302580787471049
2013-06-20,0.297603668189014
2013-06-21,0.323736940589428
2013-06-22,0.305885002251914
2013-06-23,0.326164434066609
2013-06-24,0.320872704658916
2013-06-25,0.304592999982596
2013-06-26,0.283705610914198
2013-06-27,0.259168704156479
2013-06-28,0.229258918873757
2013-06-29,0.228420240326315
2013-06-30,0.258228884693251
